Unit Type,Sub Unit,RS,Name,Model,SZ,MV,Arm,Thr,Str,S,M,L,E,OV,Point,Abilites
BattleMech,BattleMech,RSPUu,Locust IIC,(Standard),1,8,3,0,2,5,5,0,0,0,11,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Loki (Hellbringer),A,3,5,4,0,4,4,4,3,0,1,19,"IF1,CASE,PRB,RCN,OMNI,SNARC,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Loki (Hellbringer),B,3,5,4,0,4,4,4,2,0,0,16,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Loki (Hellbringer),C,3,5,4,0,4,5,5,2,0,1,21,"FLK1/1/0,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Loki (Hellbringer),D,3,5,4,0,4,5,5,3,0,3,21,"HT2,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Loki (Hellbringer),E,3,5j,4,0,4,4,3,3,0,1,23,"FLK1/1/1,IF1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Loki (Hellbringer),H,3,5,4,0,4,4,3,2,0,2,20,"IF1,CASE,PRB,RCN,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Loki (Hellbringer),Prime,3,5,4,0,4,4,4,2,0,3,27,"CASE,ECM,PRB,RCN,OMNI,AMS,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Longbow,LGB-0W,4,4,5,0,7,1,0,0,0,0,13,"LRM 1/3/3,IF3,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Longbow,LGB-12C,4,3,7,0,4,4,6,6,0,1,17,"IF5,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Longbow,LGB-13C,4,4,7,0,4,7,6,4,0,1,14,"IF3,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Longbow,LGB-13NAIS,4,3,9,0,7,2,2,0,0,0,18,"AC3/3/0,CASE,ECM,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Longbow,LGB-14C,4,3,7,0,4,1,1,0,0,3,14,"SRM 3/1,LRM 0/1/1,IF1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Longbow,LGB-7Q,4,3,8,0,7,1,1,0,0,0,16,"LRM 2/3/3,IF3,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Longbow,LGB-7V,4,3,9,0,4,4,5,3,0,3,18,"IF2,CASE,SRCH,SOA,SEAL,ES"
Infantry,Battle Armor,RS3058Uu,Longinus Battle Armor,[David],1,3j,1,0,2,1,1,0,0,0,2,"MEC,CAR4,AM"
Infantry,Battle Armor,RS3058Uu,Longinus Battle Armor,[Flamer],1,3j,1,0,2,1,1,0,0,0,2,"MEC,CAR4,AM,HT1"
Infantry,Battle Armor,RS3058Uu,Longinus Battle Armor,[Laser],1,3j,1,0,2,1,1,0,0,0,2,"MEC,CAR4,AM"
Infantry,Battle Armor,RS3058Uu,Longinus Battle Armor,[MG],1,3j,1,0,2,1,1,0,0,0,2,"MEC,CAR4,AM"
BattleMech,BattleMech,RS3055Uu,Longshot,LNG-1B,1,7,3,0,2,2,1,0,0,0,9,"SRM 2/2/0,SNARC,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Longshot,LNG-2,1,7,2,0,2,3,3,0,0,0,12,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Longshot,LNG-3,1,7,3,0,1,1,1,0,0,1,10,"SRM 1/1/0,SNARC,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Longshot,LNG-3C,1,7,3,0,1,1,1,0,0,0,10,"SRM 1/1/0,INARC1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Longshot,LNG-4,1,7,3,0,1,3,3,0,0,1,11,"SRCH,SOA,SEAL,ES"
Combat Vehicle,Tracked,RS3058Uu,LRM Carrier,(3055 Upgrade),3,2t,2,0,3,3,5,5,0,0,8,"IF5,C3S,MHQ1,SRCH,EE"
Combat Vehicle,Tracked,RS3039,LRM Carrier,(Standard),3,3t,2,0,3,0,0,0,0,0,8,"LRM1/3/3,IF3,SRCH,EE"
Combat Vehicle,Tracked,RS3058Uu,LRM Carrier,(WoB),3,3t,2,0,3,3,5,5,0,0,11,"IF5,C3I,MHQ2,SRCH"
Aerospace,Aerospace Fighter,RS3039,Lucifer,LCF-R15,3,5a,6,1,3,4,3,2,0,0,13,"VSTOL,SPC,BOMB3,PNT2"
Aerospace,Aerospace Fighter,RS3039,Lucifer,LCF-R16,3,5a,6,1,3,4,4,4,0,0,14,"VSTOL,SPC,BOMB3"
Aerospace,Aerospace Fighter,RS3039,Lucifer,LCF-R20,3,5a,12,2,3,3,2,0,0,0,15,"VSTOL,SPC,BOMB3,PNT2"
Aerospace,Aerospace Fighter,RS3039,Lucifer II,LCF-R16K,3,6a,3,1,3,4,3,1,0,1,11,"VSTOL,SPC,BOMB3,PNT2"
Aerospace,Aerospace Fighter,RS3039,Lucifer II,LCF-R16KR,3,6a,4,1,3,5,5,3,0,0,14,"VSTOL,SPC,BOMB3,PNT1"
IndustrialMech,IndustrialMech,RS3075u,Lumberjack,LM4/C,3,3,1,0,6,0,0,0,0,0,3,"ENE,MEL,BFC,SAW,BAR,EE"
IndustrialMech,IndustrialMech,RS3075u,Lumberjack,LM4/P,3,3,4,0,6,1,1,1,0,0,7,"MEL,SAW,EE"
BattleMech,BattleMech,RS3058Uu,Lynx,LNX-8Q,2,5,6,0,5,2,2,0,0,1,13,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Lynx,LNX-9C,2,5j,6,0,3,4,4,1,0,0,16,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Lynx,LNX-9Q,2,5j,6,0,3,4,4,1,0,0,17,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Lynx,LNX-9R,2,5j,6,0,3,3,3,2,0,1,18,"ENE,SRCH,SOA,SEAL,ES"
Combat Vehicle,Wheeled,RS3039,M.A.S.H. Truck,(Standard),1,5w,2,0,1,0,0,0,0,0,2,"TUR(1/0/0),ENE,IT1,SRCH,EE"
BattleMech,BattleMech,RS3075u,Mackie,MSK-5S,4,3,7,0,8,2,3,2,0,0,14,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Mackie,MSK-6S,4,3,7,0,8,3,3,1,0,0,15,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Mackie,MSK-8B,4,3,10,0,8,2,3,2,0,1,20,"AC1/1/0,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Mackie,MSK-9H,4,3,10,0,8,2,2,2,0,2,20,"AC1/1/0,CASE,PRB,RCN,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,ISP,Mad Cat (Timber Wolf),(Bounty Hunter),3,5,8,0,4,6,6,3,0,0,28,"ENE,ECM,PRB,RCN,OMNI,LTAG,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Mad Cat (Timber Wolf),(Pryde),3,5/3j,8,0,4,3,3,2,0,2,29,"LRM 1/1/1,IF1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Mad Cat (Timber Wolf),A,3,5,8,0,4,7,7,3,0,1,29,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Mad Cat (Timber Wolf),B,3,5,8,0,4,4,4,4,0,0,22,"IF1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Mad Cat (Timber Wolf),C,3,5,8,0,4,3,3,3,0,1,25,"LRM 1/1/1,IF1,CASE,OMNI,AMS,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Mad Cat (Timber Wolf),D,3,5,8,0,4,5,5,3,0,1,27,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Mad Cat (Timber Wolf),E,3,5,8,0,4,7,5,4,0,0,24,"CASE,OMNI,LTAG,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Mad Cat (Timber Wolf),F,3,5,8,0,4,4,4,2,0,2,28,"LRM 1/1/1,IF1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Mad Cat (Timber Wolf),H,3,5,8,0,4,6,6,3,0,1,26,"IF2,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Mad Cat (Timber Wolf),Prime,3,5,8,0,4,4,3,2,0,3,27,"LRM 1/1/1,IF1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Mad Cat (Timber Wolf),S,3,5j,8,0,4,4,3,1,0,1,25,"SRM 3/3/0,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,,Mad Cat Mk II,(Standard),4,4/2j,8,0,5,6,6,3,0,0,31,"LRM 1/1/1,IF1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Maelstrom,MTR-5K,3,5,8,0,3,4,4,2,0,0,17,"ENE,TAG,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3058Uu,Maelstrom,MTR-6K,3,5,8,0,3,4,3,1,0,0,17,"ENE,ECM,PRB,RCN,TAG,SRCH,SOA,SEAL,ES"
Combat Vehicle,Tracked,RS3050U-C,Magi Infantry Support Vehicle,(Standard),3,5t,6,0,3,2,2,0,0,0,8,"CASE,SRCH"
Combat Vehicle,Tracked,RS3050U-C,Magi Infantry Support Vehicle,(UCSV),3,5t,6,0,3,3,2,0,0,0,8,"C3I,MHQ2,IT6,SRCH"
Combat Vehicle,Tracked,,Main Gauche Light Support Tank,(C3),1,4t,3,0,2,1,2,1,0,0,5,"C3S,SRCH"
Combat Vehicle,Tracked,,Main Gauche Light Support Tank,(Standard),1,4t,3,0,2,1,1,1,0,0,--,SRCH
Combat Vehicle,Tracked,,Main Gauche Light Support Tank,(XL),1,6t,3,0,2,1,1,1,0,0,6,SRCH
BattleMech,OmniMech,SBW&B,Malak,C-MK-O (Mi),1,9,3,0,2,3,2,0,0,0,8,"ENE,OMNI,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3075u,Malak,C-MK-O Invictus,1,7,3,0,2,2,2,1,0,0,8,"CASE,OMNI,MEL,C3I,MHQ2,SAW,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3075u,Malak,C-MK-OA Dominus,1,7,3,0,2,3,2,0,0,0,8,"CASE,OMNI,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3075u,Malak,C-MK-OB Infernus,1,7,3,0,2,2,2,0,0,0,10,"ENE,ECM,OMNI,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3075u,Malak,C-MK-OC Comminus,1,7,3,0,2,3,3,0,0,0,9,"ENE,ECM,PRB,RCN,OMNI,TAG,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3075u,Malak,C-MK-OD Luminos,1,7,3,0,2,3,3,1,0,0,11,"ENE,OMNI,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3075u,Malak,C-MK-OE Eminus,1,7,3,0,2,2,2,1,0,0,10,"IF1,CASE,OMNI,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,JSBD,Malak,C-MK-OS Caelestis,1,7,3,0,2,2,2,1,0,0,11,"ENE,OMNI,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Man O' War (Gargoyle),A,4,5,7,0,4,4,4,3,0,3,27,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Man O' War (Gargoyle),B,4,5,7,0,4,3,3,3,0,0,18,"IF1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Man O' War (Gargoyle),C,4,5,7,0,4,5,5,0,0,2,24,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Man O' War (Gargoyle),D,4,5,7,0,4,6,6,3,0,0,25,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Man O' War (Gargoyle),E,4,5,7,0,4,8,7,1,0,1,22,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Man O' War (Gargoyle),G,4,5,7,0,4,5,5,0,0,0,22,"FLK1/1/0,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Man O' War (Gargoyle),H,4,5,7,0,4,5,5,2,0,1,22,"IF1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Man O' War (Gargoyle),M,4,5,7,0,4,4,4,3,0,0,22,"FLK1/1/1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Man O' War (Gargoyle),Prime,3,5,7,0,4,1,2,1,0,0,15,"SRM 2/2/0,FLK1/1/1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Mandrill,(Standard),1,4j,3,0,2,1,1,0,0,0,12,"LRM 2/2/2,IF2,CASE,SRCH,SOA,SEAL,ES"
Combat Vehicle,Tracked,,Manteuffel Attack Tank,A,3,5t,7,0,4,2,2,0,0,0,15,"TUR(3/3/0),CASE,OMNI,C3S,MHQ1,SRCH"
Combat Vehicle,Tracked,,Manteuffel Attack Tank,B,3,5t,7,0,4,2,2,1,0,0,15,"TUR(1/1/0),CASE,OMNI,SRCH"
Combat Vehicle,Tracked,,Manteuffel Attack Tank,Prime,3,5t,7,0,4,0,0,0,0,0,15,"TUR(4/4/0),CASE,ECM,OMNI,C3S,MHQ1,SRCH"
Combat Vehicle,Tracked,RS3058Uu,Manticore Heavy Tank,(3058 Upgrade),3,4t,6,0,3,1,1,0,0,0,10,"TUR(3/3/1,IF1),SRCH"
Combat Vehicle,Tracked,RS3058Uu,Manticore Heavy Tank,(C3M),3,4t,6,0,3,1,1,0,0,0,10,"TUR(2/2/2,IF1),TAG,C3M,MHQ5,SRCH"
Combat Vehicle,Tracked,RS3058Uu,Manticore Heavy Tank,(C3S),3,4t,6,0,3,1,1,0,0,0,10,"TUR(2/3/2,IF1),C3S,MHQ1,SRCH"
Combat Vehicle,Tracked,RS3058Uu,Manticore Heavy Tank,(LBX),3,4t,6,0,3,1,1,0,0,0,10,"TUR(2/2/2,FLK1/1/1,IF1),SRCH"
Combat Vehicle,Tracked,RS3058Uu,Manticore Heavy Tank,(RAC),3,4t,6,0,3,2,2,0,0,0,12,"TUR(4/4/0),SRCH"
Combat Vehicle,Tracked,RS3039,Manticore Heavy Tank,(Standard),3,4t,6,0,3,1,1,0,0,0,10,"TUR(2/3/2,IF1),SRCH"
BattleMech,BattleMech,RS3055Uu,Mantis,MTS-L,1,11,3,0,1,3,3,0,0,0,12,"ENE,TSM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Mantis,MTS-S,1,11,3,0,1,3,3,0,0,0,11,"ENE,MEL,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Mantis,MTS-T,1,11,3,0,1,3,3,0,0,0,13,"ENE,MEL,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Mantis,MTS-T2,1,11,3,0,1,3,3,0,0,0,14,"ENE,MEL,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Mantis,MTS-T3,1,11,3,0,1,3,3,0,0,0,14,"ENE,MEL,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3055Uu,Mantis,SA-MN,1,11,3,0,1,2,1,0,0,0,7,"ENE,MEL,SRCH,SOA,SEAL,ES"
Combat Vehicle,VTOL,RS3060u,Mantis Light Attack VTOL,(ECCM),1,16v,1,0,1,0,0,0,0,0,3,"ENE,ECM,C3S,MHQ1,SRCH,ATMO"
Combat Vehicle,VTOL,RS3060u,Mantis Light Attack VTOL,(Standard),1,11v,1,0,1,2,2,0,0,0,4,"ENE,ECM,PRB,RCN,SRCH,ATMO"
BattleMech,BattleMech,ISP,Marauder,(Bounty Hunter-3015),3,3j,8,0,6,4,5,3,0,1,19,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,ISP,Marauder,(Bounty Hunter-3044),3,3j,8,0,3,4,4,3,0,1,21,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Marauder,MAD-1R,3,4,7,0,6,2,3,2,0,1,14,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3075u,Marauder,MAD-2R,3,4,7,0,6,4,4,3,0,0,16,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder,MAD-3D,3,4,6,0,6,3,3,2,0,1,15,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder,MAD-3L,3,4,6,0,6,3,3,2,0,1,14,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder,MAD-3M,3,4,6,0,6,3,3,1,0,1,13,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder,MAD-3R,3,4,6,0,6,2,3,2,0,1,14,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder,MAD-5D,3,4j,7,0,3,4,4,2,0,1,18,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder,MAD-5L,3,4,7,0,6,3,3,2,0,1,23,"ENE,ECM,STL,TSM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder,MAD-5M,3,4j,6,0,3,4,4,1,0,0,15,"FLK1/1/1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder,MAD-5R,3,4,7,0,3,4,4,2,0,1,19,"CASE,ECM,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder,MAD-5S,3,4,6,0,3,4,4,3,0,1,18,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder,MAD-5T,3,4,7,0,3,5,5,0,0,1,18,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder,MAD-6L,3,4,7,0,6,3,3,1,0,0,23,"HT1,ECM,STL,TSM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder,MAD-7D,3,4,7,0,3,4,4,2,0,1,20,"CASE,ECM,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder,MAD-9M,3,4,7,0,3,4,4,2,0,2,17,"ECM,TAG,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder,MAD-9M2,3,4,7,0,3,5,5,3,0,1,19,"ECM,TAG,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder,MAD-9S,3,4,7,0,4,3,3,2,0,1,18,"FLK1/1/1,CASE,ECM,PRB,RCN,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,HTPGaltor,Marauder,MAD-SD (Douglass),3,4,8,0,6,3,3,0,0,0,15,"SRM 1/1/0,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,ISP,Marauder II,(Bounty Hunter),4,3j,10,0,8,6,7,4,0,2,38,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder II,C,4,4j,9,0,5,6,6,4,0,0,29,"FLK1/1/1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder II,MAD-4A,4,3j,10,0,8,3,4,2,0,0,21,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder II,MAD-4H,4,3j,10,0,8,3,3,2,0,2,22,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder II,MAD-4K,4,3j,10,0,5,4,5,5,0,1,26,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder II,MAD-4S,4,3j,10,0,5,4,4,3,0,1,26,"SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder II,MAD-5A,4,3j,10,0,4,3,3,3,0,1,21,"FLK1/1/1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder II,MAD-5W,4,3/5j,10,0,8,3,3,2,0,0,24,"ENE,C3I,MHQ2,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder IIC,2,4,4j,8,0,7,5,5,1,0,1,24,"ENE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder IIC,3,4,4,7,0,7,7,6,4,0,0,24,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder IIC,4,4,4/2j,8,0,5,6,5,5,0,0,34,"FLK5/5/5,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder IIC,5,4,4,7,0,7,5,5,5,0,0,24,"FLK1/1/1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RSPUu,Marauder IIC,(Standard),4,4,7,0,7,6,6,4,0,3,27,"ENE,SRCH,SOA,SEAL,ES"
IndustrialMech,IndustrialMech,RSOK,Marco,MR-8C,1,4/2j,2,,3,1,0,0,,0,3,"ENE,BFC,SRCH,SEAL"
IndustrialMech,IndustrialMech,RSOK,Marco,MR-8D,1,4,2,,3,1,1,0,,1,4,"BFC,SEAL"
IndustrialMech,IndustrialMech,RSOK,Marco,MR-8E,1,4,2,,3,3,3,0,,0,5,"ENE,BFC,SEAL"
Combat Vehicle,Tracked,RSOK,Marksman Artillery Vehicle,(AC),3,4t,5,,4,1,1,1,,,10,"AC2/2/0,TUR(1/1/0),SRCH"
Combat Vehicle,Tracked,RS3050U-C,Marksman Artillery Vehicle,(Light PPC),3,4t,4,0,4,1,0,0,0,0,7,"TUR(1/1/1),ARTS1,SRCH"
Combat Vehicle,Tracked,RS3050U-C,Marksman Artillery Vehicle,(Standard),3,4t,4,0,4,0,0,0,0,0,7,"TUR(1/1/0),ARTS1,SRCH"
Combat Vehicle,Tracked,RS3060u,Mars Assault Vehicle,(ATM),4,2t,6,0,5,7,5,2,0,0,19,"TUR(4/4/2),CASE,ECM,SRCH"
Combat Vehicle,Tracked,RS3060u,Mars Assault Vehicle,(HAG),4,2t,10,0,5,6,6,6,0,0,25,"FLK2/2/2,IF4,TUR(3/4/3),CASE,ECM,SRCH"
Combat Vehicle,Tracked,RS3060u,Mars Assault Vehicle,(Standard),4,2t,6,0,5,6,6,4,0,0,21,"IF3,TUR(3/3/3),CASE,ECM,SRCH"
Combat Vehicle,Tracked,RS3060u,Mars Assault Vehicle,(XL),4,3t,6,0,5,6,6,4,0,0,25,"IF3,TUR(3/3/3),CASE,ECM,SRCH"
Combat Vehicle,Tracked,RS3075u,Marsden II Main Battle Tank,(Standard),3,3t,9,0,3,0,0,0,0,0,11,"SRM2/2/0,TUR(1/1/1),SRCH,EE"
Combat Vehicle,Tracked,RS3075u,Marsden II Main Battle Tank,II (Primitive),3,3t,6,0,3,0,0,0,0,0,8,"SRM2/2/0,TUR(1/1/1),SRCH,EE"
Combat Vehicle,Tracked,RS3075u,Marsden II Main Battle Tank,II-A,3,3t,9,0,3,1,1,0,0,0,11,"TUR(AC1/1/0),SRCH,EE"
Combat Vehicle,Tracked,RS3075u,Marsden II Main Battle Tank,II-A (LBX),3,3t,9,0,3,1,1,0,0,0,11,"TUR(1/1/1,FLK1/1/1),SRCH,EE"
BattleMech,BattleMech,RS3060u,Marshal,MHL-2L,2,4j,6,0,5,3,3,1,0,0,13,"IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Marshal,MHL-6MC,2,4j,6,0,3,3,3,1,0,0,15,"IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Marshal,MHL-X1,2,4j,6,0,5,3,3,1,0,0,12,"SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Masakari (Warhawk),A,4,4,9,0,5,5,5,4,0,0,24,"FLK1/1/1,IF1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Masakari (Warhawk),B,4,4,9,0,5,5,5,2,0,0,23,"SRM 2/2/0,CASE,OMNI,SNARC,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Masakari (Warhawk),C,4,4,9,0,5,6,6,6,0,0,30,"ENE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Masakari (Warhawk),D,4,4,9,0,5,7,6,5,0,0,25,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Masakari (Warhawk),E,4,4,9,0,5,6,6,5,0,1,29,"HT2,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Masakari (Warhawk),H,4,4,9,0,5,6,6,3,0,1,26,"IF1,CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,OmniMech,RS3050U-C,Masakari (Warhawk),Prime,4,4,9,0,5,5,5,5,0,3,32,"CASE,OMNI,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Matador,2,3,4j,6,0,5,7,6,1,0,0,17,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3060u,Matador,(Standard),3,4j,6,0,5,6,5,0,0,2,20,"CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Mauler,MAL-1K,4,3,9,0,4,2,1,0,0,2,17,"LRM 1/1/1,AC2/2/0,IF1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Mauler,MAL-1R,4,3,7,0,4,2,2,2,0,2,15,"LRM 1/1/1,IF1,CASE,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Mauler,MAL-3R,4,3j,9,0,4,2,2,2,0,0,19,"LRM 1/2/2,FLK1/1/1,IF2,C3S,MHQ1,SRCH,SOA,SEAL,ES"
BattleMech,BattleMech,RS3050U-I,Mauler,MAL-C,4,3,7,0,4,2,2,2,0,2,15,"LRM 1/1/1,IF1,CASE,C3S,MHQ1,SRCH,SOA,SEAL,ES"
Combat Vehicle,Hover,RS3058Uu,Maultier Hover APC,(Basic),1,9h,2,0,1,1,1,0,0,0,2,"IT3,SRCH,EE"
Combat Vehicle,Hover,RS3058Uu,Maultier Hover APC,(Standard),1,9h,2,0,1,1,1,0,0,0,2,"IT3,SRCH,EE"
Naval Vessel,Surface,RS3075u,Mauna Kea Command Vessel,(LBX),4,3n,8,0,5,1,0,0,0,0,9,"TUR(2/2/2,FLK1/1/1,IF1),IT8,SRCH,EE"
Naval Vessel,Surface,RS3075u,Mauna Kea Command Vessel,(LRM),4,3n,8,0,5,2,1,1,0,0,10,"IF1,TUR(1/1/1,AC1/1/0,IF1),IT2,SRCH,EE"
