Faction	Unit Type	Name	BV2	Tonnage	Cost	Rules Level	Tech Base	Source	Date	Era	BV1 (base)	BV1 (C3)	BV1 (total)
Inner Sphere General	BattleMech	Avatar AV1-OF	TBD	70	17726043	Tournament	IS/Level 2	Upgrades	3062	Present	1607	0	1607
Inner Sphere General	BattleMech	Awesome AWS-8Q	TBD	80	6598170	Tournament	IS/Level 1	3025/3026	2665	2750	1358	0	1358
Inner Sphere General	BattleMech	Awesome AWS-8R	TBD	80	6436170	Tournament	IS/Level 1	3025/3026	2950*	3025	1283	0	1283
Inner Sphere General	BattleMech	Awesome AWS-8T	TBD	80	6598170	Tournament	IS/Level 1	3025/3026	2950*	3025	1312	0	1312
Inner Sphere General	BattleMech	Awesome AWS-8V	TBD	80	6481170	Tournament	IS/Level 1	3025/3026	2950*	3025	1323	0	1323
Inner Sphere General	BattleMech	Awesome AWS-9M	TBD	80	18090121	Tournament	IS/Level 2	3050	3052	3050	1469	0	1469
Inner Sphere General	BattleMech	Awesome AWS-9Q	TBD	80	7456050	Tournament	IS/Level 2	3060	3060	Present	1623	0	1623
Inner Sphere General	BattleMech	Bandersnatch BNDR-01B	TBD	75	12526500	Tournament	IS/Level 2	3055U	3067	Present	1332	0	1332
Inner Sphere General	BattleMech	Banshee BNC-3E	TBD	95	9530854	Tournament	IS/Level 1	3025/3026	2475	2570	1223	0	1223
Inner Sphere General	BattleMech	BattleMaster BLR-1G	TBD	85	8501244	Tournament	IS/Level 1	3025/3026	2750*	2750	1212	0	1212
Inner Sphere General	BattleMech	BattleMaster BLR-3M	TBD	85	8987794	Tournament	IS/Level 2	3050	3050	3050	1495	0	1495
Inner Sphere General	BattleMech	Blackjack BJ2-O	TBD	50	8923439	Tournament	IS/Level 2	3055/3058	3058	Present	1187	0	1187
Inner Sphere General	BattleMech	Blackjack BJ2-OA	TBD	50	9127346	Tournament	IS/Level 2	3055/3058	3058	Present	1231	0	1231
Inner Sphere General	BattleMech	Blackjack BJ2-OB	TBD	50	9671096	Tournament	IS/Level 2	3055/3058	3058	Present	1298	153	1451
Inner Sphere General	BattleMech	Blackjack BJ2-OC	TBD	50	9509846	Tournament	IS/Level 2	3055/3058	3058	Present	1161	0	1161
Inner Sphere General	BattleMech	Blackjack BJ2-OD	TBD	50	8973596	Tournament	IS/Level 2	3055/3058	3058	Present	1184	0	1184
Inner Sphere General	BattleMech	Blackjack BJ2-OF	TBD	50	9344846	Tournament	IS/Level 2	3060	3060	Present	1258	0	1258
Inner Sphere General	BattleMech	Centurion CN10-B	TBD	55	5073254	Tournament	IS/Level 2	3060	3060	Present	1078	0	1078
Inner Sphere General	BattleMech	Centurion CN9-A	TBD	50	3563501	Tournament	IS/Level 1	3025/3026	2801	3025	772	0	772
Inner Sphere General	BattleMech	Centurion CN9-AH	TBD	50	3589751	Tournament	IS/Level 1	3025/3026	2950*	3025	749	0	749
Inner Sphere General	BattleMech	Cerberus MR-V2	TBD	95	25236251	Tournament	IS/Level 2	3055/3058	3055	Present	1791	0	1791
Inner Sphere General	BattleMech	Cerberus MR-V3	TBD	95	25220651	Tournament	IS/Level 2	3055U	3067	Present	1862	0	1862
Inner Sphere General	BattleMech	Chameleon CLN-7V	TBD	50	4623375	Tournament	IS/Level 1	3055/3058	2500*	2750	839	0	839
Inner Sphere General	BattleMech	Chameleon CLN-7W	TBD	50	4857000	Tournament	IS/Level 2	3055/3058	3058	Present	1101	0	1101
Inner Sphere General	BattleMech	Chameleon CLN-7Z	TBD	50	9538500	Tournament	IS/Level 2	3055/3058	3058	Present	1283	0	1283
Inner Sphere General	BattleMech	Champion CHP-2N	TBD	60	5037600	Tournament	IS/Level 1	3025/3026	2950*	3025	839	0	839
Inner Sphere General	BattleMech	Charger CGR-1A1	TBD	80	7520372	Tournament	IS/Level 1	3025/3026	2665	2750	820	0	820
Inner Sphere General	BattleMech	Cicada CDA-2A	TBD	40	3705218	Tournament	IS/Level 1	3025/3026	2840	3025	567	0	567
Inner Sphere General	BattleMech	Cicada CDA-2B	TBD	40	3692968	Tournament	IS/Level 1	3025/3026	2840	3025	523	0	523
Inner Sphere General	BattleMech	Cicada CDA-3C	TBD	40	3306334	Tournament	IS/Level 1	3025/3026	2840	3025	656	0	656
Inner Sphere General	BattleMech	Cicada CDA-3F	TBD	40	8720026	Tournament	IS/Level 2	Upgrades	3050	3050	1202	0	1202
Inner Sphere General	BattleMech	Clint CLNT-2-3T	TBD	40	3572380	Tournament	IS/Level 1	3025/3026	2507*	2750	672	0	672
Inner Sphere General	BattleMech	Crockett CRK-5003-0	TBD	85	7378725	Tournament	IS/Level 1	3025/3026	2950*	3025	1325	0	1325
Inner Sphere General	BattleMech	Crusader CRD-3R	TBD	65	5547411	Tournament	IS/Level 1	3025/3026	2676	2750	948	0	948
Inner Sphere General	BattleMech	Crusader CRD-5M	TBD	65	11708181	Tournament	IS/Level 2	3050	3050	3050	1348	0	1348
Inner Sphere General	BattleMech	Cyclops CP-10-Q	TBD	90	9126460	Tournament	IS/Level 1	3025/3026	2950*	3025	1213	0	1213
Inner Sphere General	BattleMech	Cyclops CP-10-Z	TBD	90	9375360	Tournament	IS/Level 1	3025/3026	2710	2750	965	0	965
Inner Sphere General	BattleMech	Cyclops CP-11-A	TBD	90	9318360	Tournament	IS/Level 2	3050	3050	3050	1251	0	1251
Inner Sphere General	BattleMech	Cyclops CP-11-C	TBD	90	11902360	Tournament	IS/Level 2	3050	3050	3050	1364	158	1522
Inner Sphere General	BattleMech	Cyclops CP-11-G	TBD	90	10275960	Tournament	IS/Level 2	Upgrades	3060	Present	1770	0	1770
Inner Sphere General	BattleMech	Dervish DV-6M	TBD	55	4980668	Tournament	IS/Level 1	3025/3026	2520	2570	868	0	868
Inner Sphere General	BattleMech	Firestarter FS9-H	TBD	35	3046950	Tournament	IS/Level 1	3025/3026	2550	2570	500	0	500
Inner Sphere General	BattleMech	Firestarter FS9-O	TBD	45	9783875	Tournament	IS/Level 2	3055/3058	3058	Present	1009	0	1009
Inner Sphere General	BattleMech	Firestarter FS9-OA	TBD	45	10179000	Tournament	IS/Level 2	3055/3058	3058	Present	902	0	902
Inner Sphere General	BattleMech	Firestarter FS9-OB	TBD	45	10493017	Tournament	IS/Level 2	3055/3058	3058	Present	957	82	1039
Inner Sphere General	BattleMech	Firestarter FS9-OC	TBD	45	10338954	Tournament	IS/Level 2	3055/3058	3058	Present	939	69	1008
Inner Sphere General	BattleMech	Firestarter FS9-OD	TBD	45	10930736	Tournament	IS/Level 2	3055/3058	3058	Present	1210	115	1325
Inner Sphere General	BattleMech	Firestarter FS9-OE	TBD	45	9819400	Tournament	IS/Level 2	DCMS	3058	Present	932	0	932
Inner Sphere General	BattleMech	Firestarter FS9-OG	TBD	45	10183986	Tournament	IS/Level 2	3060	3060	Present	1008	0	1008
Inner Sphere General	BattleMech	Goliath GOL-1H	TBD	80	7546801	Tournament	IS/Level 1	3025/3026	2686	2750	1200	0	1200
Inner Sphere General	BattleMech	Grand Titan T-IT-N10M	TBD	100	28833334	Tournament	IS/Level 2	3055/3058	3055	Present	1364	0	1364
Inner Sphere General	BattleMech	Grasshopper GHR-5H	TBD	70	6024574	Tournament	IS/Level 1	3025/3026	2780	2750	1268	0	1268
Inner Sphere General	BattleMech	Grasshopper GHR-5J	TBD	70	6427474	Tournament	IS/Level 2	3050	3050	3050	1201	0	1201
Inner Sphere General	BattleMech	Grasshopper GHR-5N	TBD	70	6160574	Tournament	IS/Level 1	Upgrades	3028	3025	1316	0	1316
Inner Sphere General	BattleMech	Griffin GRF-1N	TBD	55	4957108	Tournament	IS/Level 1	3025/3026	2492	2570	1021	0	1021
Inner Sphere General	BattleMech	Guillotine GLT-4L	TBD	70	6062484	Tournament	IS/Level 1	3025/3026	2950*	3025	1222	0	1222
Inner Sphere General	BattleMech	Hercules HRC-LS-9000	TBD	70	16275688	Tournament	IS/Level 2	3055/3058	3055	Present	1336	0	1336
Inner Sphere General	BattleMech	Hunchback HBK-4G	TBD	50	3467876	Tournament	IS/Level 1	3025/3026	2572	2570	851	0	851
Inner Sphere General	BattleMech	Hunchback HBK-4H	TBD	50	3425876	Tournament	IS/Level 1	3025/3026	2950*	3025	850	0	850
Inner Sphere General	BattleMech	Hunchback HBK-4J	TBD	50	3560876	Tournament	IS/Level 1	3025/3026	2950*	3025	853	0	853
Inner Sphere General	BattleMech	Hunchback HBK-4N	TBD	50	3437126	Tournament	IS/Level 1	3025/3026	2950*	3025	843	0	843
Inner Sphere General	BattleMech	Hunchback HBK-4P	TBD	50	3377876	Tournament	IS/Level 1	3025/3026	2950*	3025	960	0	960
Inner Sphere General	BattleMech	Hunchback HBK-4SP	TBD	50	3446876	Tournament	IS/Level 1	3025/3026	2950*	3025	854	0	854
Inner Sphere General	BattleMech	Hunchback HBK-5N	TBD	50	3575876	Tournament	IS/Level 2	3050	3050	3050	903	0	903
Inner Sphere General	BattleMech	Javelin JVN-10N	TBD	30	2400840	Tournament	IS/Level 1	3025/3026	2751	2750	487	0	487
Inner Sphere General	BattleMech	Kintaro KTO-18	TBD	55	4699808	Tournament	IS/Level 1	3025/3026	2792	3025	864	0	864
Inner Sphere General	BattleMech	Lineholder KW1-LH2	TBD	55	4515668	Tournament	IS/Level 1	3055/3058	3057	Present	987	0	987
Inner Sphere General	BattleMech	Lineholder KW1-LH3	TBD	55	4608668	Tournament	IS/Level 2	3055/3058	3058	Present	935	0	935
Inner Sphere General	BattleMech	Locust LCT-1E	TBD	20	1574201	Tournament	IS/Level 1	3025/3026	2750*	2750	484	0	484
Inner Sphere General	BattleMech	Locust LCT-1V	TBD	20	1512401	Tournament	IS/Level 1	3025/3026	2499	2570	356	0	356
Inner Sphere General	BattleMech	Locust LCT-3V	TBD	20	1553801	Tournament	IS/Level 1	3025/3026	2950*	3025	434	0	434
Inner Sphere General	BattleMech	Longbow LGB-7Q	TBD	85	7408325	Tournament	IS/Level 1	3055/3058	2610	2750	1376	0	1376
Inner Sphere General	BattleMech	Longbow LGB-OW	TBD	85	8647672	Tournament	IS/Level 1	3055/3058	2600*	2750	1034	0	1034
Inner Sphere General	BattleMech	Marauder MAD-3R	TBD	75	6635125	Tournament	IS/Level 1	3025/3026	2603	2750	1089	0	1089
Inner Sphere General	BattleMech	Mercury MCY-98	TBD	20	1580441	Tournament	IS/Level 1	3025/3026	2950*	3025	484	0	484
Inner Sphere General	BattleMech	Orion ON1-K	TBD	75	6763750	Tournament	IS/Level 1	3025/3026	2525	2570	1069	0	1069
Inner Sphere General	BattleMech	Ostroc OSR-2C	TBD	60	5025600	Tournament	IS/Level 1	3025/3026	2500*	2750	951	0	951
Inner Sphere General	BattleMech	Ostroc OSR-2D	TBD	60	5488960	Tournament	IS/Level 2	3050	3050	3050	942	0	942
Inner Sphere General	BattleMech	Ostroc OSR-2L	TBD	60	4982400	Tournament	IS/Level 1	3025/3026	2950*	3025	970	0	970
Inner Sphere General	BattleMech	Ostroc OSR-3C	TBD	60	4918400	Tournament	IS/Level 1	3025/3026	2950*	3025	976	0	976
Inner Sphere General	BattleMech	Ostscout OTT-7J	TBD	35	3409201	Tournament	IS/Level 1	3025/3026	2500*	2750	497	0	497
Inner Sphere General	BattleMech	Ostscout OTT-7K	TBD	35	3422701	Tournament	IS/Level 2	3050	3050	3050	372	0	372
Inner Sphere General	BattleMech	Ostsol OTL-4D	TBD	60	5032960	Tournament	IS/Level 1	3025/3026	2693	2750	1034	0	1034
Inner Sphere General	BattleMech	Ostsol OTL-4F	TBD	60	5096960	Tournament	IS/Level 1	3025/3026	2950*	3025	1023	0	1023
Inner Sphere General	BattleMech	Phoenix Hawk PXH-1	TBD	45	4067540	Tournament	IS/Level 1	3025/3026	2750*	2750	838	0	838
Inner Sphere General	BattleMech	Quickdraw QKD-4G	TBD	60	5514560	Tournament	IS/Level 1	3025/3026	2779	2750	1012	0	1012
Inner Sphere General	BattleMech	Quickdraw QKD-4H	TBD	60	5509760	Tournament	IS/Level 1	3025/3026	2950*	3025	1006	0	1006
Inner Sphere General	BattleMech	Quickdraw QKD-5A	TBD	60	5452160	Tournament	IS/Level 1	3025/3026	2950*	3025	1070	0	1070
Inner Sphere General	BattleMech	Rifleman RFL-3N	TBD	60	4860000	Tournament	IS/Level 1	3025/3026	2770	2750	797	0	797
Inner Sphere General	BattleMech	Rifleman RFL-5M	TBD	60	9926400	Tournament	IS/Level 2	3050	3050	3050	1043	0	1043
Inner Sphere General	BattleMech	Scorpion SCP-10	TBD	55	5356800	Tournament	IS/Level 2	3050	3050	3050	785	0	785
Inner Sphere General	BattleMech	Scorpion SCP-1N	TBD	55	5201800	Tournament	IS/Level 1	3025/3026	2750*	2750	786	0	786
Inner Sphere General	BattleMech	Shadow Hawk SHD-2H	TBD	55	4539383	Tournament	IS/Level 1	3025/3026	2550	2570	918	0	918
Inner Sphere General	BattleMech	Stalker STK-3F	TBD	85	7452725	Tournament	IS/Level 1	3025/3026	2594	2570	1152	0	1152
Inner Sphere General	BattleMech	Stalker STK-3H	TBD	85	7637725	Tournament	IS/Level 1	3025/3026	2950*	3025	1249	0	1249
Inner Sphere General	BattleMech	Stalker STK-4N	TBD	85	7245525	Tournament	IS/Level 1	3025/3026	2950*	3025	1225	0	1225
Inner Sphere General	BattleMech	Stalker STK-5M	TBD	85	7696925	Tournament	IS/Level 2	3050	3050	3050	1316	0	1316
Inner Sphere General	BattleMech	Stinger STG-3G	TBD	20	1662240	Tournament	IS/Level 1	3025/3026	2950*	3025	438	0	438
Inner Sphere General	BattleMech	Stinger STG-3R	TBD	20	1615440	Tournament	IS/Level 1	3025/3026	2479	2570	320	0	320
Inner Sphere General	BattleMech	Stinger STG-5M	TBD	20	1768440	Tournament	IS/Level 2	3050	3050	3050	352	0	352
Inner Sphere General	BattleMech	Tarantula ZPH-1A	TBD	25	3627918	Tournament	IS/Level 2	3055/3058	3055	Present	636	0	636
Inner Sphere General	BattleMech	Tarantula ZPH-2A	TBD	25	3727916	Tournament	IS/Level 2	3055U	3067	Present	732	0	732
Inner Sphere General	BattleMech	Tarantula ZPH-3A	TBD	25	3560416	Tournament	IS/Level 2	3055U	3067	Present	631	0	631
Inner Sphere General	BattleMech	Tarantula ZPH-4A	TBD	25	4015416	Tournament	IS/Level 2	3055U	3067	Present	771	80	851
Inner Sphere General	BattleMech	Thunderbolt TDR-5S	TBD	65	5446761	Tournament	IS/Level 1	3025/3026	2491	2570	1015	0	1015
Inner Sphere General	BattleMech	Thunderbolt TDR-7M	TBD	65	5910411	Tournament	IS/Level 2	3050	3050	3050	1338	0	1338
Inner Sphere General	BattleMech	Thunderbolt TDR-9S	TBD	65	6045381	Tournament	IS/Level 2	3050	3050	3050	1244	0	1244
Inner Sphere General	BattleMech	Trebuchet TBT-5N	TBD	50	4293501	Tournament	IS/Level 1	3025/3026	2780	2750	864	0	864
Inner Sphere General	BattleMech	Trebuchet TBT-7M	TBD	50	8844501	Tournament	IS/Level 2	3050	3050	3050	1206	0	1206
Inner Sphere General	BattleMech	UrbanMech UM-R60	TBD	30	1471925	Tournament	IS/Level 1	3025/3026	2750*	2750	454	0	454
Inner Sphere General	BattleMech	Victor VTR-9A	TBD	80	8027221	Tournament	IS/Level 1	3025/3026	2510	2570	971	0	971
Inner Sphere General	BattleMech	Victor VTR-9A1	TBD	80	8036221	Tournament	IS/Level 1	3025/3026	2510	2570	1110	0	1110
Inner Sphere General	BattleMech	Victor VTR-9B	TBD	80	8013721	Tournament	IS/Level 1	3025/3026	2510	2570	1165	0	1165
Inner Sphere General	BattleMech	Victor VTR-9K	TBD	80	8499721	Tournament	IS/Level 2	3050	3050	3050	1634	0	1634
Inner Sphere General	BattleMech	Vulcan VL-2T	TBD	40	3462900	Tournament	IS/Level 1	3025/3026	2777	2750	523	0	523
Inner Sphere General	BattleMech	Vulcan VL-5T	TBD	40	3558100	Tournament	IS/Level 1	3025/3026	2950*	3025	744	0	744
Inner Sphere General	BattleMech	War Dog WR-DG-02FC	TBD	75	15401750	Tournament	IS/Level 2	3055/3058	3052	Present	1553	0	1553
Inner Sphere General	BattleMech	War Dog WR-DG-03FC	TBD	75	16395750	Tournament	IS/Level 2	3055U	3067	Present	1522	300	1822
Inner Sphere General	BattleMech	Warhammer WHM-6R	TBD	70	6026784	Tournament	IS/Level 1	3025/3026	2515	2570	978	0	978
Inner Sphere General	BattleMech	Warhammer WHM-7M	TBD	70	6648134	Tournament	IS/Level 2	3050	3050	3050	1238	0	1238
Inner Sphere General	BattleMech	Wasp WSP-1A	TBD	20	1646640	Tournament	IS/Level 1	3025/3026	2471	2570	336	0	336
Inner Sphere General	BattleMech	Whitworth WTH-1	TBD	40	2912934	Tournament	IS/Level 1	3025/3026	2610	2750	771	0	771
Inner Sphere General	BattleMech	Whitworth WTH-1S	TBD	40	2859734	Tournament	IS/Level 1	3025/3026	2610	2750	753	0	753
Inner Sphere General	BattleMech	Wolverine WVR-6R	TBD	55	4827683	Tournament	IS/Level 1	3025/3026	2750*	2750	957	0	957
Inner Sphere General	BattleMech	Wolverine WVR-7M	TBD	55	11451608	Tournament	IS/Level 2	3050	3050	3050	1309	0	1309
Inner Sphere General	Conventional Fighter	Boeing Jump Bomber	TBD	20	159060	Tournament	IS/Level 1	RS:AT2	3044	3050	103	0	103
Inner Sphere General	Conventional Fighter	Boomerang Spotter Plane	TBD	5	68880	Tournament	IS/Level 1	RS:AT2	2888	3025	28	0	28
Inner Sphere General	Conventional Fighter	Guardian B Fighter	TBD	20	193160	Tournament	IS/Level 1	RS:AT2	2950*	3025	164	0	164
Inner Sphere General	Conventional Fighter	Guardian Fighter	TBD	20	253293	Tournament	IS/Level 1	RS:AT2	2831	3025	182	0	182
Inner Sphere General	Conventional Fighter	Heavy Strike Fighter	TBD	45	1806691	Tournament	IS/Level 2	RS:AT2	3060	Present	520	0	520
Inner Sphere General	Conventional Fighter	Light Strike Fighter	TBD	10	260365	Tournament	IS/Level 1	RS:AT2	3060	Present	137	0	137
Inner Sphere General	Conventional Fighter	Medium Strike Fighter	TBD	25	582019	Tournament	IS/Level 2	RS:AT2	3060	Present	253	0	253
Inner Sphere General	Conventional Fighter	Planetlifter Air Transport	TBD	50	343833	Tournament	IS/Level 1	RS:AT2	2761	2750	189	0	189
Inner Sphere General	Dropship	Achilles	TBD	4500	444679200	Tournament	IS/Level 1	RS:AT2	2582	2570	6744	0	6744
Inner Sphere General	Dropship	Avenger	TBD	1400	244859040	Tournament	IS/Level 1	RS:AT2	2816	3025	4320	0	4320
Inner Sphere General	Dropship	Behemoth	TBD	100000	631999200	Tournament	IS/Level 1	RS:AT2	2782	3025	1684	0	1684
Inner Sphere General	Dropship	Buccaneer	TBD	3500	108419040	Tournament	IS/Level 1	RS:AT2	2708	2750	998	0	998
Inner Sphere General	Dropship	Condor	TBD	4500	266163552	Tournament	IS/Level 1	RS:AT2	2801	3025	2505	0	2505
Inner Sphere General	Dropship	Dictator	TBD	9000	340384800	Tournament	IS/Level 1	3026R	2600	2750	4459	0	4459
Inner Sphere General	Dropship	Excalibur	TBD	16000	431891600	Tournament	IS/Level 1	RS:AT2	2786	3025	3101	0	3101
Inner Sphere General	Dropship	Fortress	TBD	6000	337682800	Tournament	IS/Level 1	RS:AT2	2613	2750	4347	0	4347
Inner Sphere General	Dropship	Fury	TBD	1900	169850160	Tournament	IS/Level 1	RS:AT2	2638	2750	2155	0	2155
Inner Sphere General	Dropship	Gazelle	TBD	2900	188428896	Tournament	IS/Level 1	RS:AT2	2531	2570	2399	0	2399
Inner Sphere General	Dropship	Intruder	TBD	3000	253755600	Tournament	IS/Level 1	RS:AT2	2655	2750	3825	0	3825
Inner Sphere General	Dropship	Leopard	TBD	1900	171358128	Tournament	IS/Level 1	RS:AT2	2537	2570	2579	0	2579
Inner Sphere General	Dropship	Leopard CV	TBD	1900	167542128	Tournament	IS/Level 1	RS:AT2	2581	2570	1745	0	1745
Inner Sphere General	Dropship	Mammoth	TBD	52000	450805040	Tournament	IS/Level 1	RS:AT2	2808	3025	1390	0	1390
Inner Sphere General	Dropship	Model 97 "Octopus"	TBD	15000	421730400	Tournament	IS/Level 2	RS:AT2	3051	Present	3716	0	3716
Inner Sphere General	Dropship	Monarch	TBD	5000	142122528	Tournament	IS/Level 1	RS:AT2	2759	2750	441	0	441
Inner Sphere General	Dropship	Mule	TBD	11200	159924128	Tournament	IS/Level 1	RS:AT2	2737	2750	1664	0	1664
Inner Sphere General	Dropship	Overlord	TBD	9700	334275872	Tournament	IS/Level 1	RS:AT2	2762	2750	4164	0	4164
Inner Sphere General	Dropship	Seeker	TBD	6700	225829968	Tournament	IS/Level 1	RS:AT2	2815	3025	2579	0	2579
Inner Sphere General	Dropship	Seeker (Upgrade)	TBD	3900	231036624	Tournament	IS/Level 2	RS:AT2	3054	Present	2676	0	2676
Inner Sphere General	Dropship	Triumph	TBD	8600	352624752	Tournament	IS/Level 1	RS:AT2	2593	2570	2899	0	2899
Inner Sphere General	Dropship	Union	TBD	3600	222554080	Tournament	IS/Level 1	RS:AT2	2708	2750	3259	0	3259
Inner Sphere General	Dropship	Union (Upgrade)	TBD	3600	289600080	Tournament	IS/Level 2	RS:AT2	3055	Present	5091	0	5091
Inner Sphere General	Dropship	Vengeance	TBD	11400	393652080	Tournament	IS/Level 1	RS:AT2	2782	3025	4487	0	4487
Inner Sphere General	Dropship	Vengeance (Upgrade)	TBD	11000	447476400	Tournament	IS/Level 2	RS:AT2	3056	Present	4442	0	4442
Inner Sphere General	Infantry	Foot Flamer Platoon	TBD	3	TBD	Tournament	IS/Level 1	TW	2400*	2750	28	0	28
Inner Sphere General	Infantry	Foot LRM Platoon	TBD	3	TBD	Tournament	IS/Level 3	TW	3057	Present	18	0	18
Inner Sphere General	Infantry	Foot Machine Gun Platoon	TBD	3	TBD	Tournament	IS/Level 1	TW	2400*	2750	28	0	28
Inner Sphere General	Infantry	Foot Rifle (Ballistic) Platoon	TBD	3	TBD	Tournament	IS/Level 1	TW	2400*	2750	28	0	28
Inner Sphere General	Infantry	Foot Rifle (Energy) Platoon	TBD	3	TBD	Tournament	IS/Level 1	TW	2400*	2750	21	0	21
Inner Sphere General	Infantry	Foot SRM Platoon	TBD	3	TBD	Tournament	IS/Level 1	TW	2400*	2750	24	0	24
Inner Sphere General	Infantry	Jump Flamer Platoon	TBD	4	TBD	Tournament	IS/Level 1	TW	2400*	2750	21	0	21
Inner Sphere General	Infantry	Jump LRM Platoon	TBD	4	TBD	Tournament	IS/Level 3	TW	3057	Present	14	0	14
Inner Sphere General	Infantry	Jump Machine Gun Platoon	TBD	4	TBD	Tournament	IS/Level 1	TW	2400*	2750	21	0	21
Inner Sphere General	Infantry	Jump Rifle (Ballistic) Platoon	TBD	4	TBD	Tournament	IS/Level 1	TW	2400*	2750	23	0	23
Inner Sphere General	Infantry	Jump Rifle (Energy) Platoon	TBD	4	TBD	Tournament	IS/Level 1	TW	2400*	2750	17	0	17
Inner Sphere General	Infantry	Jump SRM Platoon	TBD	4	TBD	Tournament	IS/Level 1	TW	2400*	2750	18	0	18
Inner Sphere General	Infantry	Mechanized Hover Flamer Platoon	TBD	20	TBD	Tournament	IS/Level 1	TW	2400*	2750	32	0	32
Inner Sphere General	Infantry	Mechanized Hover LRM Platoon	TBD	20	TBD	Tournament	IS/Level 3	TW	3057	Present	18	0	18
Inner Sphere General	Infantry	Mechanized Hover Machine Gun Platoon	TBD	20	TBD	Tournament	IS/Level 1	TW	2400*	2750	32	0	32
Inner Sphere General	Infantry	Mechanized Hover Rifle (Ballistic) Platoon	TBD	20	TBD	Tournament	IS/Level 1	TW	2400*	2750	33	0	33
Inner Sphere General	Infantry	Mechanized Hover Rifle (Energy) Platoon	TBD	20	TBD	Tournament	IS/Level 1	TW	2400*	2750	26	0	26
Inner Sphere General	Infantry	Mechanized Hover SRM Platoon	TBD	20	TBD	Tournament	IS/Level 1	TW	2400*	2750	26	0	26
Inner Sphere General	Infantry	Mechanized Tracked Flamer Platoon	TBD	28	TBD	Tournament	IS/Level 1	TW	2400*	2750	45	0	45
Inner Sphere General	Infantry	Mechanized Tracked LRM Platoon	TBD	28	TBD	Tournament	IS/Level 3	TW	3057	Present	29	0	29
Inner Sphere General	Infantry	Mechanized Tracked Machine Gun Platoon	TBD	28	TBD	Tournament	IS/Level 1	TW	2400*	2750	45	0	45
Inner Sphere General	Infantry	Mechanized Tracked Rifle (Ballistic) Platoon	TBD	28	TBD	Tournament	IS/Level 1	TW	2400*	2750	45	0	45
Inner Sphere General	Infantry	Mechanized Tracked Rifle (Energy) Platoon	TBD	28	TBD	Tournament	IS/Level 1	TW	2400*	2750	34	0	34
Inner Sphere General	Infantry	Mechanized Tracked SRM Platoon	TBD	28	TBD	Tournament	IS/Level 1	TW	2400*	2750	38	0	38
Inner Sphere General	Infantry	Mechanized Wheeled Flamer Platoon	TBD	24	TBD	Tournament	IS/Level 1	TW	2400*	2750	38	0	38
Inner Sphere General	Infantry	Mechanized Wheeled LRM Platoon	TBD	24	TBD	Tournament	IS/Level 3	TW	3057	Present	23	0	23
Inner Sphere General	Infantry	Mechanized Wheeled Machine Gun Platoon	TBD	24	TBD	Tournament	IS/Level 1	TW	2400*	2750	38	0	38
Inner Sphere General	Infantry	Mechanized Wheeled Rifle (Ballistic) Platoon	TBD	24	TBD	Tournament	IS/Level 1	TW	2400*	2750	38	0	38
Inner Sphere General	Infantry	Mechanized Wheeled Rifle (Energy) Platoon	TBD	24	TBD	Tournament	IS/Level 1	TW	2400*	2750	29	0	29
Inner Sphere General	Infantry	Mechanized Wheeled SRM Platoon	TBD	24	TBD	Tournament	IS/Level 1	TW	2400*	2750	32	0	32
Inner Sphere General	Infantry	Motorized Flamer Platoon	TBD	6	TBD	Tournament	IS/Level 1	TW	2400*	2750	28	0	28
Inner Sphere General	Infantry	Motorized LRM Platoon	TBD	6	TBD	Tournament	IS/Level 3	TW	3057	Present	18	0	18
Inner Sphere General	Infantry	Motorized Machine Gun Platoon	TBD	6	TBD	Tournament	IS/Level 1	TW	2400*	2750	28	0	28
